client_id	path	sentence	up_votes	down_votes	age	gender	accent
67f2256bbb74ceb7fcef38671c0c7fa429503a4c9309aff890e633bfb416655faa10f2eabe42d32a6edbe64b173f285d41c1daf9837ef51aafe652fe8cdbd233	common_voice_kab_17364347.mp3	Tuɣal tessen ad teqqen ar App Store akken ad tsebdedd isnasen	1	2	thirties	male	
67f2256bbb74ceb7fcef38671c0c7fa429503a4c9309aff890e633bfb416655faa10f2eabe42d32a6edbe64b173f285d41c1daf9837ef51aafe652fe8cdbd233	common_voice_kab_17364452.mp3	dagi kan yuɣal-d ɣer wallaɣ-is yettnadi gar lexyalat i d-yexleq s ttexmam	1	3	thirties	male	
67f2256bbb74ceb7fcef38671c0c7fa429503a4c9309aff890e633bfb416655faa10f2eabe42d32a6edbe64b173f285d41c1daf9837ef51aafe652fe8cdbd233	common_voice_kab_17364457.mp3	ḍewwer-iten-d axxam axxam	1	2	thirties	male	
67f2256bbb74ceb7fcef38671c0c7fa429503a4c9309aff890e633bfb416655faa10f2eabe42d32a6edbe64b173f285d41c1daf9837ef51aafe652fe8cdbd233	common_voice_kab_17364459.mp3	tebra tfunast	1	2	thirties	male	
67f2256bbb74ceb7fcef38671c0c7fa429503a4c9309aff890e633bfb416655faa10f2eabe42d32a6edbe64b173f285d41c1daf9837ef51aafe652fe8cdbd233	common_voice_kab_17364960.mp3	Rnu ɣur-s arraw-is meṛṛa ɣran	1	2	thirties	male	
67f2256bbb74ceb7fcef38671c0c7fa429503a4c9309aff890e633bfb416655faa10f2eabe42d32a6edbe64b173f285d41c1daf9837ef51aafe652fe8cdbd233	common_voice_kab_17364963.mp3	yektal-d tamemt-is	2	3	thirties	male	
67f2256bbb74ceb7fcef38671c0c7fa429503a4c9309aff890e633bfb416655faa10f2eabe42d32a6edbe64b173f285d41c1daf9837ef51aafe652fe8cdbd233	common_voice_kab_17364970.mp3	lḥemdullah aseggas-a ageffur iɛeṭṭel	0	2	thirties	male	
11a1e5f3fec4e93445af65835994c74b8032cac83aa1bf5d56518b73af03fb02eb6a400215634b785d9d7260932c630c3731fc8347359419a15e9779b565bb21	common_voice_kab_17365813.mp3	yusa-d yuɣal	0	2	thirties	male	
11a1e5f3fec4e93445af65835994c74b8032cac83aa1bf5d56518b73af03fb02eb6a400215634b785d9d7260932c630c3731fc8347359419a15e9779b565bb21	common_voice_kab_17365822.mp3	d irgazen yerna d ṣṣeḥ	1	2	thirties	male	
9b18a91784fcdf804e921a7875023e143ebc9dde448c008b5f9b23a5ce9132860810f47e75ecae8bd193f46b2f7f2a4478ae2811c3b395d5d8d7a7be6d6a1810	common_voice_kab_17365824.mp3	yeddem-awen-tent-id	0	2	fourties	male	other
9b18a91784fcdf804e921a7875023e143ebc9dde448c008b5f9b23a5ce9132860810f47e75ecae8bd193f46b2f7f2a4478ae2811c3b395d5d8d7a7be6d6a1810	common_voice_kab_17365825.mp3	asmi i fkiɣ afus	0	2	fourties	male	other
a4add2bae63a92fa9bc08633cb2329efc20897533d72781fa8e3e78e612b2bc99a5636f108c890f1fee8bd8160af70679b7e2bd86eaf3794075cd224e1a46a34	common_voice_kab_17365830.mp3	ad nessen d yilemẓiyen	1	2	fourties	male	
5cf4956f66c5c756209a9302f16b8bcf33cf2f476bc528abdd8bf6b99fae5dc76f5d20ccac040b1a1c5b192acbc0effc23fe3e8c7f509b5d605c584af1d7b627	common_voice_kab_17366213.mp3	yerna tneddef tasa-s tettqeḍririf	0	2		male	
5cf4956f66c5c756209a9302f16b8bcf33cf2f476bc528abdd8bf6b99fae5dc76f5d20ccac040b1a1c5b192acbc0effc23fe3e8c7f509b5d605c584af1d7b627	common_voice_kab_17366219.mp3	ad yelqeḍ azemmur azekka	0	2		male	
5cf4956f66c5c756209a9302f16b8bcf33cf2f476bc528abdd8bf6b99fae5dc76f5d20ccac040b1a1c5b192acbc0effc23fe3e8c7f509b5d605c584af1d7b627	common_voice_kab_17366228.mp3	sebded firefox ɣef yibenkan-ik i tunigin s war aneḥbus	2	3		male	
f7f2a1bf9f6e0814342be8c66a9976e14952fbceca30002ef01a1d8869b404a106870b2c9d704918874153beb331a17880fc4d0117ee12f71ed2b1dfa52ecc44	common_voice_kab_17366262.mp3	ula d tuccent deg umadaɣ yezga yiwen gar tarwa-s yufrar-d ɣef wiyaḍ	1	2	twenties	female	other
f7f2a1bf9f6e0814342be8c66a9976e14952fbceca30002ef01a1d8869b404a106870b2c9d704918874153beb331a17880fc4d0117ee12f71ed2b1dfa52ecc44	common_voice_kab_17366266.mp3	i yettwassnen a Qasi	1	2	twenties	female	other
e2e5585bbce9673caa8721f06ca0504e65e0256cace5474fa13c2a83fed59422efeb2afb822aa9b859a9d932046fe093e03e66a4fad3975f37935b0ce05454d9	common_voice_kab_17366660.mp3	nnaqsa akked tɛeqqacin n uḥbas n dderya	1	3			
1844778774f70392c884b26ed4c28c97b4531d146fa0c66cf88b4775ee7d8c80c356a36ee4017952b47615d9ba9d7ed3b10e0a50e7fa83533d579f7852d83ec2	common_voice_kab_17366678.mp3	yeddem-iyi-ten-id	1	3			other
fd99b3963d7953d5940e8e737afd12842a2a5f2d8f236577b958f7412fa527d1cecb1a41dda146f96c70268101a04e27663ef48159c60628c5299d5e4d192bd2	common_voice_kab_17367095.mp3	llant tfelwiyin-nniḍen n apple qqaren-asent ipad acu kan teddunt s unagraw ios	0	3	thirties	female	
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367126.mp3	ɣlayet aṭas	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367127.mp3	nettat kan i d-yersen	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367134.mp3	isem-im draɛ lmizan	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367136.mp3	meqqreɣ tleεbeḍ yes-i	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367144.mp3	lebruj ssulin widak yessentellen tiqerray ussan-nni n rrɛud d lbarud	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367146.mp3	tin ara aɣ-tt-id-yawin	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367147.mp3	win i yennan ala	0	3	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367149.mp3	ara asen-d-iceyyeɛ	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367150.mp3	Ahat tura tbeddel teswiεt wi yeẓran	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367151.mp3	ternum daɣen teẓdem lḥemmeẓ-nni	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367152.mp3	yettmeslay kan ur iga algam i yiles-is	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367161.mp3	ad negren leqbayel	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367208.mp3	anagar di laɛwacer i tḥemmel ad ten-id-tebder	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367215.mp3	kunwi d kunemti teččimt	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367216.mp3	yernu racid benɣusa anemhal aqdim d yiwen seg yimeddukkal-iw imeqqranen	1	2	thirties	male	other
5cf4956f66c5c756209a9302f16b8bcf33cf2f476bc528abdd8bf6b99fae5dc76f5d20ccac040b1a1c5b192acbc0effc23fe3e8c7f509b5d605c584af1d7b627	common_voice_kab_17367230.mp3	akken giɣ i iga	1	2		male	
5cf4956f66c5c756209a9302f16b8bcf33cf2f476bc528abdd8bf6b99fae5dc76f5d20ccac040b1a1c5b192acbc0effc23fe3e8c7f509b5d605c584af1d7b627	common_voice_kab_17367235.mp3	tasenduqt d tamecṭuḥt i uḥraz n lekwaɣeḍ abeɛda ad d-tekker s tlata alaf n yidinaren	1	2		male	
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367236.mp3	yeṭṭef tameẓyant idewwer-itt s leɛqel kan yerra-tt daxel n teckart	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367258.mp3	am wakken i d-yeqqar umeddakkel-iw racid s usqecmeɛ	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367274.mp3	acḥal qerriḥt ddunit xas ma tecbeḥ	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367286.mp3	Di tallit-nni medden ur ten-tceɣɣeb ara tasekla	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367322.mp3	d tamurt n rṣaṣ d nniḍam	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17367342.mp3	ad d-yeddu s tɛekzin	0	2	thirties	male	other
e2e5585bbce9673caa8721f06ca0504e65e0256cace5474fa13c2a83fed59422efeb2afb822aa9b859a9d932046fe093e03e66a4fad3975f37935b0ce05454d9	common_voice_kab_17367455.mp3	nugad ass-a d uzekka	1	2			
97be11557d9e8e47759074e598119b2e1dcaf76a73fdde89fe4772144fe3168c9f370d3cbcaf63b40e1f976a664734e9cb8e03b274aeeaee2d5409255017602c	common_voice_kab_17368785.mp3	ṣṣuṛa-m tugi ad temḥu	1	2	fourties	male	other
5cf4956f66c5c756209a9302f16b8bcf33cf2f476bc528abdd8bf6b99fae5dc76f5d20ccac040b1a1c5b192acbc0effc23fe3e8c7f509b5d605c584af1d7b627	common_voice_kab_17369053.mp3	aqedruref i teqqedruref ur yezmir yiwen ad t-yektil	1	2		male	
5cf4956f66c5c756209a9302f16b8bcf33cf2f476bc528abdd8bf6b99fae5dc76f5d20ccac040b1a1c5b192acbc0effc23fe3e8c7f509b5d605c584af1d7b627	common_voice_kab_17369122.mp3	samil rezki nunu samya mark facebook yeṣṣawaḍ tizeɣwin n uheggi ṣṣawaḍent	1	2		male	
19c9498311e066d4f016671525b39680ea02a8f8ef5cf8759efdcd40845524312838081ccef919502a047a92004532e7fde72a67ab2c106c2330b49fd4190343	common_voice_kab_17369895.mp3	aneḍlib yebɣa ad ineɣ baba-s maca tarsast tḥuz mmi-s	1	2	fourties	male	other
19c9498311e066d4f016671525b39680ea02a8f8ef5cf8759efdcd40845524312838081ccef919502a047a92004532e7fde72a67ab2c106c2330b49fd4190343	common_voice_kab_17369909.mp3	enɣ neɣ idir	1	2	fourties	male	other
19c9498311e066d4f016671525b39680ea02a8f8ef5cf8759efdcd40845524312838081ccef919502a047a92004532e7fde72a67ab2c106c2330b49fd4190343	common_voice_kab_17369963.mp3	ma yenza ur d-yettuɣal	0	2	fourties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370577.mp3	ula d ccbaḥa deg yiman-is qerriḥet	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370581.mp3	yal wa ad d-yini	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370582.mp3	walaɣ taggara-a imedyazen wa ijebbed akka wa akkin	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370584.mp3	mm tebbucin thuzz ammas	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370602.mp3	d argaz yernu yeɣra	0	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370604.mp3	daymi ddunit tezga tettemhaz tettbeddil	2	3	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370618.mp3	ahat ur d-yettas ara	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370619.mp3	ɛuhdeɣ-ken ur cciḍeɣ	1	2	thirties	male	other
73c5cde62fc0cc6c2a876c709c2389bd9b82193cffbe3cbd1f66c208b058c3ce55762f1a9e05f81945ae7cfb060422168140e11173124349f18e3b705bf5cd99	common_voice_kab_17370625.mp3	sseftutusemt-asent-tent-id	1	2	thirties	male	other
